Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Equatorial Guinea,1527.056378,2031.419386,2395.845119,3146.518575,5337.614389,9502.858816,11140.19017,13776.90333,19849.71777,14398.77049,14905.51458,18659.41602,18756.42503,17644.5943,16804.92493,9788.983804,8035.307666,8410.39798,8719.18687,7317.390024,6198.942524,7406.084975,7182.265382
Greece,12072.92936,12549.03689,14177.57216,18518.37884,21995.47794,22560.14729,24821.93675,28863.97329,32127.98319,29828.75602,26716.64883,25483.88256,21912.99829,21787.78776,21616.71001,18083.87791,17923.96681,18582.08934,19756.99046,19143.88762,17617.29151,20310.68248,20867.26909
Grenada,4840.684064,4821.784995,4992.441407,5435.151806,5470.603315,6308.665042,6295.281172,6790.63408,7343.44527,6810.440318,6760.974884,6775.749278,6900.765076,7205.254765,7726.378262,8379.621847,8849.513535,9309.261296,9574.310271,9887.920742,8437.536782,9010.5128,9689.0827
Greenland,19004.00384,19275.43397,20652.8417,27459.87533,32023.68205,32489.72773,35458.2543,39780.94414,44366.78587,44918.84138,43988.52803,47186.876,45936.95628,47535.48838,50485.22441,44536.35497,48181.74535,50765.74947,54545.13586,53309.20359,54693.07668,57116.29577,48478.75550380589
Guatemala,1664.307748,1550.361747,1682.994501,1737.879287,1859.099299,2068.488206,2251.078784,2490.747828,2802.451582,2651.831744,2852.557593,3228.038278,3355.034777,3522.767429,3779.626205,3994.629085,4173.281349,4454.024509,4485.752135,4647.807541,4609.897258,5029.477555,5473.208564
Guam,19311.442723203796,20161.953722437327,20878.05958,21844.11054,23590.88803,25621.84516,25735.5397,26686.81682,28277.43208,29335.27768,30011.21858,30087.71559,31642.14626,32318.8909,33483.94144,34522.37793,35052.80791,35663.02504,35902.7259,37752.63308,34780.86166,35904.86355,37175.35781634247
Guyana,938.893298,937.2979922,955.0302105,976.9932633,1036.019877,1085.784887,3138.082209,3609.908509,4011.386904,4213.816229,4589.872498,4960.004726,5461.390085,5576.250215,5495.377084,5668.429765,5905.380196,6220.978568,6094.909837,6477.296726,6863.074346,9994.645704,18199.47484
High income,25190.73706,24791.189,25689.02574,28617.31024,31667.14068,33272.17819,34885.34924,37889.29521,40039.58923,37223.1862,38768.18771,41688.73484,41480.86415,41752.36192,42412.12972,39811.48018,40428.17938,42077.843,44528.16874,44725.99509,43457.69824,48535.46582,49607.24655
"Hong Kong SAR, China",25756.77287,25230.37809,24665.83623,23977.17341,24928.10037,26649.63772,28224.09516,30593.95117,31515.52921,30697.53839,32550.13649,35142.48793,36730.7962,38403.77771,40315.37395,42432.16197,43734.19807,46160.42979,48537.56689,48359.0012,46109.22999,49764.79312,48983.62172
Honduras,1079.605666,1118.940894,1119.424273,1142.81135,1201.247505,1289.823114,1409.579748,1559.886044,1713.418164,1762.34916,1874.271704,2053.959695,2107.345428,2064.550536,2164.42455,2257.225284,2295.53627,2403.306088,2457.686042,2519.366185,2354.121434,2771.722654,3040.173046
Heavily indebted poor countries (HIPC),373.8131453,353.7120701,371.681437,408.3828821,456.9108712,509.5786588,584.786538,681.8547199,788.8859594,776.7430431,833.650589,908.5080264,914.7282964,988.6051407,1021.156448,963.3180678,981.8316422,1055.404207,977.2375305,985.1304866,968.4658813,1047.075198,1109.014261
Croatia,4952.377753,5364.010241,6219.473213,8192.322633,9723.381024,10446.36149,11505.39984,13762.45626,15898.7999,14421.17148,13693.50003,14655.87439,13439.66456,13979.18556,14001.16034,12098.51203,12579.9227,13592.25452,15040.03692,15120.9029,14269.90885,17809.03239,18570.404
Haiti,814.9979197,743.9112731,716.482616,575.5568301,679.2800543,771.5350027,824.3580519,979.5996409,1089.576355,1191.802935,1204.862055,1306.845319,1356.172777,1452.313548,1454.649175,1405.714786,1313.186095,1389.358623,1489.578406,1345.475055,1283.141228,1823.742224,1748.257132
Hungary,4624.281657,5276.033189,6655.333009,8419.430871,10301.70339,11223.3993,11489.56087,13940.90928,15772.33008,13077.30547,13217.5046,14234.47158,12984.83657,13715.07036,14294.25842,12717.0386,13104.69955,14621.2396,16425.20503,16786.21364,16125.60941,18753.04695,18390.185
IBRD only,1475.668745,1477.642348,1482.761829,1647.159303,1940.61279,2294.135839,2692.21142,3309.984573,3930.831825,3772.612352,4541.138234,5320.923001,5596.079933,5839.26074,5971.514742,5536.382163,5523.361421,6043.460397,6373.970462,6460.501165,6177.526395,7284.449127,7682.790889
IDA & IBRD total,1265.392423,1262.195382,1269.117803,1405.000707,1647.936588,1938.081815,2268.253908,2766.525215,3273.575645,3137.027148,3747.609751,4325.484605,4533.253828,4727.351759,4836.871657,4486.333989,4463.080644,4847.680982,5084.854052,5140.641855,4901.569304,5718.690003,6007.370761
IDA total,514.2586712,502.2820996,526.2229303,574.0776871,656.3234043,746.8130275,868.6043181,995.7924382,1159.634162,1119.202366,1262.434938,1248.549361,1286.776555,1367.051475,1443.622873,1379.210602,1362.461982,1395.049931,1412.711942,1434.100097,1373.087617,1461.411109,1534.023093
IDA blend,603.7203389,586.6774852,629.0958894,692.3150524,820.2159478,948.866761,1150.615977,1303.57146,1492.799641,1357.036969,1553.523173,1734.112395,1885.398591,2008.21296,2135.840663,1987.567534,1820.08119,1753.270831,1877.776724,1876.654806,1722.41777,1844.32001,1933.556473
Indonesia,770.8653516,739.0039465,888.9013897,1052.413199,1136.755211,1249.397694,1572.79794,1840.329927,2144.389544,2239.095265,3094.443079,3613.800888,3668.212083,3602.885517,3476.624854,3322.581679,3558.818852,3839.785075,3902.661676,4151.227554,3895.618152,4334.215983,4787.999308
IDA only,470.7684644,461.1594672,475.6079154,515.8532969,574.9743636,646.2533121,727.5069907,841.9637818,993.2246814,1000.545387,1116.706559,1003.969986,984.9982971,1043.980982,1095.156168,1073.597435,1133.380809,1216.338371,1181.353141,1214.582592,1200.249071,1272.350348,1337.013175
Isle of Man,20693.83817,21716.94604,25230.07556,29877.95876,35872.72612,38184.33783,42662.60285,55072.17799,72304.9475,66175.22758,70625.16854,77838.39693,79326.383,83204.74717,91881.12836,84753.45673,82041.62105,83510.30375,89425.89139,87152.45302,79530.60548,90032.8549274941,84511.50908901203
India,442.0347789,449.9111249,468.8444283,543.8437989,624.1050944,710.5093448,802.013742,1022.732467,993.5034053,1096.636136,1350.63447,1449.603301,1434.017987,1438.057005,1559.863779,1590.174331,1714.279537,1957.969813,1974.377731,2050.1638,1913.219733,2238.127142,2410.888021
Ireland,26334.56721,28282.40988,32705.43456,41203.52958,47754.20232,50933.02161,54329.16186,61396.41746,61353.10656,52133.09062,48663.60044,52219.70573,48943.82065,51496.96169,55752.76498,62179.26427,62784.06569,70150.73702,79446.93911,80848.3019,85973.08849,102001.7982,103983.2913
"Iran, Islamic Rep.",1672.022876,1902.947639,1910.477134,2259.51632,2751.793042,3226.613971,3736.177793,4838.003556,5623.911681,5602.556282,6458.573956,8201.581678,8329.002067,6280.681867,5757.543333,4990.936795,5497.243233,5758.590728,3850.751253,3276.753265,2746.419483,4084.200305,4669.57138
Iraq,1963.722839,1422.831339,1254.162045,809.845684,1314.762559,1740.66833,2253.547113,3099.59197,4504.508094,3686.402133,4430.426242,5736.898959,6437.503076,6612.902252,6215.986033,4416.942924,4305.202702,4725.193573,5601.467061,5621.181695,4251.337253,4770.835343,5937.195466
Iceland,32096.37226,28897.44394,32409.21615,39476.69785,47334.93065,56794.85016,57492.93425,69495.72674,56943.37045,41301.27322,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74452.18907,68452.23622,58848.41812,68710.2442,73466.77867
Israel,21630.74761,20909.43036,19035.10241,19627.17549,20557.07863,21223.93559,22494.64209,25633.64322,30173.36159,28317.04084,31266.60532,34354.71612,33156.22832,36941.84236,38259.6811,36206.52222,37690.47395,41114.78171,42406.84543,44452.23256,44846.7916,52129.51596,54930.93881
Italy,20137.59122,20500.9544,22376.2979,27526.32246,31317.20079,32055.09208,33529.7266,37870.74751,40944.91242,37226.75719,36035.645,38649.63948,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,32406.72032,34622.16967,33673.75096,31922.91916,36449.25834,34776.42323
Jamaica,3447.303896,3502.213118,3683.893338,3557.200591,3819.284231,4200.388954,4435.571444,4738.449778,5056.258036,4452.120799,4835.791087,5259.931753,5365.242172,5143.722183,4991.561532,5077.550984,5022.700192,5273.149027,5594.493573,5626.170473,4897.26475,5183.581018,6047.216457
Jordan,1673.358125,1738.383838,1816.406493,1889.437839,2062.69597,2216.945182,2478.291944,2643.168439,3416.123901,3618.892617,3914.701231,4152.493981,4386.461819,4477.618321,4255.894302,4064.25301,4003.404746,4073.116403,4146.407311,4159.653754,3998.673138,4152.757954,4311.000046
Japan,39169.35957,34406.18246,32820.79364,35387.03742,38298.98017,37812.89502,35991.546,35779.02454,39876.30397,41308.99684,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39751.1331,40415.95676,40040.76551,40058.53733,34017.27181
Kazakhstan,1229.000961,1490.926755,1658.031142,2068.123523,2874.288483,3771.278957,5291.574004,6771.41662,8458.019475,7165.224778,9070.488253,11633.99858,12386.69927,13890.63397,12807.26305,10510.77032,7714.841844,9247.580679,9812.625431,9812.595526,9121.636409,10373.78979,11492.03194
Kenya,411.8213521,408.3606087,401.0923701,441.3914117,462.6182158,522.7768402,699.3997383,840.1916319,915.9989157,1049.121794,1093.639624,1099.315465,1289.780791,1376.829205,1489.919721,1496.653573,1562.076619,1675.988422,1845.783414,1970.08007,1936.250755,2069.661129,2099.301938
Kyrgyz Republic,279.6195693,308.4096116,321.7270332,380.5064324,433.2349766,476.551886,543.1107024,721.7695225,966.3938386,871.2242269,880.0385218,1123.883144,1177.975261,1282.438248,1279.770784,1121.082696,1120.667058,1242.77022,1308.139785,1451.515638,1256.929226,1365.508304,1655.072698
Cambodia,301.5165985,322.8998639,341.0367658,364.2753017,410.0861329,475.0693943,539.7473654,629.9210766,742.3979723,734.8151187,782.6957386,880.3103044,950.4825446,1015.220881,1098.074538,1170.742816,1281.105971,1400.899265,1533.315985,1671.3854,1577.91174,1625.235021,1759.608023
Kiribati,757.13329,696.9977315,781.3626516,956.8305818,1063.878584,1142.33585,1101.4576,1300.759342,1356.647491,1249.302232,1438.081413,1644.407553,1698.919124,1628.642594,1546.881768,1459.143983,1506.231003,1566.447136,1607.229825,1410.014643,1403.993853,1766.144289,1701.970665
St. Kitts and Nevis,9275.989746,9973.553451,10398.52528,10119.74478,10882.35294,11711.15471,13747.80934,14660.96321,16491.88509,16374.25689,16427.62101,17571.98446,17293.80605,18315.91468,19945.31517,20025.65235,21079.52097,22148.51243,22533.88205,23204.97056,18553.65714,18035.38614,20262.26714
"Korea, Rep.",12257.02066,11561.20717,13165.08362,14672.80575,16496.13162,19402.50263,21743.47745,24086.41044,21350.42798,19143.85161,23079.26013,25097.59543,25459.1689,27179.51701,29252.93124,28737.43917,29280.44032,31600.73587,33447.15628,31902.4169,31721.29891,35142.26427,32422.57449
Kuwait,19493.88805,17517.70615,18626.77492,22781.08282,27601.40006,36144.99495,42970.69645,45729.79934,55595.48431,37906.20519,39212.57941,49010.3105,51271.06776,47762.7967,43239.83518,29315.19851,27026.68766,29258.26633,32012.18752,30666.23713,24297.7108,32324.8409,41079.5227
Latin America & Caribbean (excluding high income),4277.234871,4112.631623,3653.398322,3681.472781,4140.534174,4942.703289,5694.990405,6646.140745,7594.321173,6964.380097,8616.309422,9945.024681,9792.188957,9937.196527,9870.617654,8301.026794,7972.032188,8788.350268,8446.592322,8246.516673,6889.469861,7873.980782,8971.780372
Lao PDR,318.7709228,320.4190111,313.6184405,355.6514836,410.251319,467.3795927,581.0102436,699.0413761,887.6397349,936.7903214,1127.835236,1363.72529,1566.009745,1815.440238,1984.50867,2125.459057,2309.049076,2439.463355,2553.361866,2598.505523,2593.355097,2535.623434,2054.430781
Lebanon,3994.861144,4021.177263,4307.100827,4458.10858,4625.304247,4630.009214,4665.962801,5162.032959,5957.696754,7149.791498,7695.245415,7914.109568,8500.180563,8255.209211,7665.379692,7802.751368,8172.299476,8679.897422,9225.845155,8925.42186,5599.957523,4136.146575,3083.8269753290433
Liberia,301.8764697,303.8588056,302.8818868,242.4499372,287.2746919,290.5412149,323.8412258,377.9516288,456.1446999,452.7452289,497.0203654,573.5264222,644.4555767,717.6357533,713.7348824,699.6629469,722.1312268,706.892692,700.0370394,665.8784476,597.5296919,675.6631858,754.5328429
Libya,7424.353472,6465.622203,3789.20527,4738.828475,5823.637943,8108.052608,10060.36104,11158.11227,13921.89923,9560.803808,11611.3586,7784.133214,15765.41979,12589.52971,9408.752546,7867.515731,7945.00605,10529.11627,11838.29871,10542.42902,7034.658364,5908.951323,6716.095985
St. Lucia,5846.975502,5558.069371,5562.457123,6055.967957,6494.600349,6866.092387,7618.90542,7975.792541,8528.682085,8259.322338,8672.215668,9110.75181,9231.576254,9542.713574,10007.14451,10290.37157,10574.38658,11270.47471,11563.83043,11773.42748,8951.524766,10916.22708,13030.92848
Latin America & Caribbean,4463.777455,4318.037793,3830.806154,3852.8887,4374.332619,5214.197325,6028.742891,7015.103332,8055.565992,7478.716444,9164.566397,10306.43066,10311.90706,10450.94094,10539.37441,8723.135457,8421.148077,9255.805976,8977.992553,8772.562194,7393.174719,8478.633406,9559.213456
Least developed countries: UN classification,332.9561611,314.7299495,334.6959248,368.4568407,412.4471413,475.1875694,539.5177103,635.0847101,761.6288665,748.521923,835.6930128,937.5833583,956.4768898,1009.86148,1062.531176,1002.970342,1022.792763,1115.002972,1066.106183,1098.256155,1081.352515,1151.571315,1266.643763
Low income,488.2710455,475.1531003,496.8090126,526.0221731,600.2310246,698.1465901,783.2779039,915.1559765,1066.141857,1064.122252,1162.969035,822.3298136,759.4259486,755.0112856,793.5720531,774.2476474,747.3186242,804.8735205,662.8558069,686.2226791,656.6866746,678.65321,750.4669425
Liechtenstein,75210.13318,74658.45394,79797.54689,90317.73681,100710.6063,105751.4989,114652.2424,130908.3897,143540.5734,126261.3973,141466.8273,158603.609,149461.7856,173659.4118,179467.5162,167809.2699,165845.9952,170875.6821,175286.679,167259.1603,165287.1868,197504.5489,203051.5560676445
Sri Lanka,869.7534886,832.4273196,865.3021391,978.1686456,1060.136943,1240.518312,1423.190621,1611.175587,2007.026655,2053.766451,2836.974109,3248.04021,3351.892476,3643.832447,3885.623616,3990.353117,4107.829775,4388.201906,4360.584735,4082.694049,3852.389091,3996.571995,3354.383408
Lower middle income,609.6294547,614.2887057,635.1853107,713.4742967,818.0297285,936.5432248,1081.56784,1313.168919,1456.611718,1445.002635,1702.703066,1912.065826,1982.964483,1991.813175,2062.51992,1979.555371,2037.725326,2159.48629,2179.954062,2238.51882,2123.350264,2405.603576,2561.457576
Low & middle income,1198.005648,1191.830888,1204.119498,1336.434195,1562.451005,1832.74199,2144.010709,2611.951566,3081.89531,2971.125974,3566.881094,4148.799232,4355.482215,4547.879824,4640.414993,4342.595213,4320.050193,4688.840218,4908.171921,4966.26046,4735.357322,5526.296135,5811.430475
Lesotho,443.9499497,412.9622962,388.3674764,580.9372838,761.1810388,850.7753155,910.6185634,848.0773719,885.6593032,866.4751272,1104.811547,1265.857945,1205.859985,1141.360923,1165.05065,1113.836835,994.2397641,1062.456192,1162.978854,1061.223356,917.3563813,1029.506189,969.9357602
Late-demographic dividend,1666.767947,1710.590116,1801.197227,2039.119881,2435.127805,2918.734764,3499.414508,4379.956182,5409.69615,5193.547733,6214.135223,7525.550318,7991.471281,8544.801775,8812.628633,8213.980431,8182.344735,9022.30189,9840.394631,9979.383421,9722.310421,11556.48646,12072.76719
Lithuania,3293.229979,3525.793632,4141.592702,5499.428989,6700.327192,7854.765279,9230.707981,12285.44705,14944.99665,11820.77616,11987.50841,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.35959,19615.54915,20381.85578,23849.6157,25064.80891
Luxembourg,48659.59888,48440.14202,53005.73392,65689.32145,76544.91709,80988.13762,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116786.5117,112726.4397,116905.3704,133711.7944,125006.0218
Latvia,3361.640869,3578.0019,4136.933297,5145.195232,6378.666521,7594.902384,9723.446902,14113.52913,16467.14369,12331.92855,11420.994,13338.96224,13847.33794,15007.49186,15742.39134,13786.4568,14331.75159,15695.11515,17865.03109,17883.34941,18096.20271,20930.39824,21779.50426
"Macao SAR, China",15684.77955,15622.70305,16393.74373,17828.95397,22381.92319,24886.58059,29637.76706,35782.86072,39745.7618,39754.97615,50676.38708,64528.36282,74111.60119,86853.47705,90873.60249,73220.63556,71919.05492,78896.27475,84779.45369,82998.6361,37474.73459,45104.89218,34584.85909
Morocco,1492.377075,1500.363403,1590.487305,1936.09021,2177.798828,2237.576172,2433.212646,2751.423584,3180.170654,3118.141602,3067.851807,3302.453125,3164.004639,3377.643555,3430.534424,3139.228271,3132.952148,3288.502686,3492.672607,3498.582764,3258.269043,3767.524902,3441.991455
Monaco,81763.82767,82410.4005,90151.5464,111309.8697,125435.8943,130818.9819,143289.0729,184639.7501,204097.114,168957.1079,161780.7454,179369.2682,165497.0978,185055.5176,195772.7243,170338.6804,174412.4945,173611.6879,193968.0901,199382.8386,182537.3874,235132.7842,240862.1824
Moldova,440.538684,507.4040763,570.7998662,682.319096,897.1784947,1034.391977,1183.024814,1531.216186,2110.553054,1898.439757,2436.799351,2941.362241,3044.808432,3321.043978,3289.167846,2749.913038,2847.635069,3454.95469,4156.9575,4404.950422,4376.242493,5274.744847,5714.430488
Madagascar,285.4664632,325.4603011,310.9297109,359.5343847,277.5078266,311.7931266,330.52267,427.8363292,522.830622,455.4073738,459.375408,516.9025393,504.1737377,526.6880196,517.1361831,455.6380346,464.6161584,503.4980587,512.5439915,512.2796656,462.4042288,503.3520812,516.592616
Maldives,2209.988231,3028.05083,3069.039872,3539.801552,4060.534413,3789.232014,5010.163425,5746.644254,6743.130963,6719.330268,7158.061421,7409.331903,7447.415605,8222.558036,8872.128379,9480.431514,9708.141348,10194.74615,11034.7236,11349.85926,7216.816371,10076.31753,11780.81691
Middle East & North Africa,3283.756264,3202.246523,3127.673078,3405.86244,3940.421569,4636.539283,5308.196613,6119.525493,7442.685879,6567.656796,7524.725208,8320.32302,8794.729803,8471.775586,8345.566904,7217.651624,7158.049769,7337.213549,7565.281634,7444.855634,6579.706726,7696.006608,8973.862585
Mexico,7581.845641,8009.15834,8032.992121,7473.932375,7883.523191,8702.114481,9545.286725,10178.44224,10589.95187,8495.653081,9823.164076,10766.60994,10842.73309,11317.49106,11490.02169,10098.17318,9152.737223,9693.330091,10130.3207,10434.57837,8894.89065,10359.14986,11496.52287
Marshall Islands,2127.240705,2257.2547,2417.392102,2411.291359,2442.079544,2533.564606,2633.2866,2773.418705,2712.373644,2810.533092,3001.319829,3238.887316,3445.315403,3611.699642,3672.680934,3703.649059,4153.117176,4507.622862,4771.359204,5186.833842,5545.600267,6130.437137,6225.179222
Middle income,1257.816847,1252.931165,1265.64256,1407.966174,1648.653644,1936.050766,2269.892503,2771.469964,3274.573825,3156.762215,3803.998412,4478.614654,4716.812531,4933.771524,5036.885976,4715.505443,4698.955699,5107.250279,5372.268908,5442.662294,5197.802353,6085.764133,6407.498324
North Macedonia,1861.898998,1823.022677,1989.135373,2440.47883,2795.897393,3072.679632,3362.970693,4079.390404,4841.25366,4584.712431,4577.689543,5098.094701,4728.313079,5241.053601,5495.73138,4861.55616,5149.586764,5450.497069,6108.73917,6070.388054,5965.450232,6778.562878,6591.471314
Mali,263.4983842,299.4121753,326.9666591,381.9485463,427.71732,473.9950468,506.9118387,579.2571409,676.1270011,680.6499586,688.3278659,810.182556,753.3921375,778.7970528,818.4303414,723.5042049,750.0518091,795.6828016,856.3565966,840.1757464,822.9061368,881.5100887,833.2972551
Malta,10432.32806,10402.23333,11289.88974,13669.49722,15197.05661,15888.17246,16723.88427,19485.87115,22205.35677,21083.27705,21798.91429,23155.10353,22526.53702,24769.59623,26753.27338,24921.71418,25623.94163,28813.18534,31785.88483,31727.00707,29597.63616,34881.29127,34127.51056
Myanmar,195.5509957,140.7761639,145.8175339,223.0637759,223.229847,251.170357,301.5819139,416.6004322,653.8660002,752.9440359,1003.033455,1204.496472,1193.547649,1189.964765,1281.438718,1159.340201,1218.217034,1263.285263,1288.418087,1415.379676,1479.613689,1231.694666,1149.211218
Middle East & North Africa (excluding high income),1888.706845,1873.013206,1791.964066,1925.031265,2241.503069,2591.842325,2963.387623,3543.293269,4287.857271,4094.738061,4624.872345,4678.504037,4953.99147,4470.139956,4317.813304,3805.679938,3832.820485,3771.398833,3518.886053,3475.858429,3120.088264,3590.643853,3998.585763
Montenegro,1627.065119,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.394145,7367.751909,6727.107767,6688.402596,7328.789431,6586.399703,7188.863616,7387.872969,6517.192675,7033.439624,7803.358245,8850.374925,8909.653876,7677.371321,9465.96153,10093.4387
Mongolia,463.8538819,512.81947,559.827709,633.9465596,784.912072,986.0180408,1322.640675,1625.318474,2134.949832,1718.914022,2660.288175,3793.743655,4402.304523,4422.300876,4211.939436,3919.351213,3690.756778,3708.248221,4165.022821,4394.94715,4041.174146,4566.14013,5045.5047
Northern Mariana Islands,19456.987348723356,18247.915471573964,16640.31518,16603.46006,16829.3972,15371.2423,14986.37602,14877.08168,15641.65778,13933.67919,14772.49616,13880.4265,14247.7893,14806.00679,16044.43073,17665.10075,24054.91561,30751.64107,25862.75445,23687.27185,17302.92214,11900.072020830972,6522.835456491292
Mozambique,333.7751383,310.0950625,318.3089925,343.1287471,403.0207131,438.7934727,458.615152,508.0448956,591.4398376,546.6007325,494.584022,615.2786598,681.4921286,681.0651142,690.4432181,603.8385138,435.760991,464.2947213,510.3799965,512.2157638,456.581929,504.0377871,558.2986064
Mauritania,660.3038611,632.2141418,629.7819017,711.3824822,801.7786831,974.6575859,1272.082434,1378.215104,1610.236979,1418.940843,1646.130428,1919.452271,1850.384968,1929.775639,1715.388838,1562.726836,1579.200717,1634.642158,1749.954236,1800.875187,1836.292411,1998.394003,2065.155516
Mauritius,3929.081782,3856.630788,4018.948897,4793.722474,5388.062453,5282.900111,5695.975255,6574.663576,8030.052281,7318.12641,8000.376432,9197.042991,9291.236276,9764.644131,10366.35508,9507.871337,9965.725311,10841.68478,11643.4606,11403.25279,9011.042884,9068.980181,10256.23031
Malawi,225.9524567,217.2404733,431.696661,386.317242,407.58899,417.1022634,443.5236757,478.0280765,557.5190094,630.1091541,688.1391912,769.0525992,563.0615397,501.197173,534.1269771,544.2768727,454.4432661,500.1655472,537.9322041,584.3628673,622.1845913,633.6097332,645.1586921
Malaysia,4087.562593,3941.122666,4177.104942,4454.526764,4924.338111,5536.837483,6137.15054,7144.00024,8343.303382,7167.877194,8880.145805,10209.37194,10601.51046,10727.66902,11045.58012,9699.600463,9555.669593,9979.704473,11073.97897,11132.10274,10164.34443,11134.62295,11993.18761
North America,35151.3296,35831.37937,36651.82911,38395.22158,40788.09354,43368.25243,45741.03259,47727.48204,48398.10295,46581.28354,48552.94241,50289.0244,51881.17089,53234.1501,54714.47093,55452.42138,56312.43488,58423.88588,61174.77734,63203.37389,61483.00075,68399.10275,74160.99677
Namibia,2156.090245,1916.255862,1773.431554,2571.982397,3407.850648,3692.752603,4027.961706,4394.517341,4222.326189,4322.629266,5445.420063,5873.059381,6017.178365,5463.031366,5544.104068,4965.672765,4614.892075,5453.570623,5687.381043,5126.176143,4252.04172,4919.188955,5031.11503
New Caledonia,16039.16917,15174.27846,16885.89439,21817.31512,25770.53105,26861.69854,29604.05255,36864.8576,37353.73743,35391.08803,37494.8952,40697.65286,37294.02285,38503.25406,39675.56648,32428.57223,32286.9105,33876.32909,36495.19594,34934.57943,34877.63563,37247.49312,35745.18505
Niger,192.8777258,203.5264889,223.3523929,263.0912318,281.3253602,316.3656476,331.103768,384.7183455,472.1784274,458.4218902,471.612688,507.6024953,525.0472849,548.1578488,560.7544752,481.1113011,497.0361208,514.543398,568.5996597,549.8161278,564.8416623,590.6294948,585.4049292
Nigeria,563.0470862,583.0858388,733.5378887,786.8022148,992.7453991,1250.406913,1652.154002,1876.413033,2227.790349,1883.887783,2280.111289,2504.879101,2728.022788,2976.756832,3200.952799,2679.554223,2144.780344,1941.879479,2125.834491,2334.023643,2074.613747,2065.77441,2162.633734
Nicaragua,996.897852,1025.10851,993.3841143,999.885954,1075.998562,1158.88129,1223.083148,1323.839065,1493.904853,1438.096616,1495.733754,1644.801481,1746.421254,1794.789188,1913.521348,2025.321432,2079.451027,2127.282818,1981.858367,1905.638328,1876.607378,2064.929246,2255.425995
